ID	Title	Game	Author	Version	Date	Tags	Description	Update	Embed	URL	Text	Icon	Source	Thread	Alt URL	Alt Text	Alt Icon	Guide URL	Guide Text		
p5-picklerick	Pickle Rick?!	P5	Rieri	1	6/3/2020	Persona Model	"Ever wonder ""Pickle Rick persona when?!"" <br>Well. The answer is ""Now.""<br><br>Pickle Rick replaces Agathion's model. So, it also replaces shadow Agathion's model to Pickle Rick."	 	https://www.youtube.com/watch?v=KglzM8j9J-s	https://cdn.discordapp.com/attachments/353506385213784065/717576462617673738/Pickle_rick.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=297	 	 	 	 	 		
p5-p5rdlgsel	Dialogue Select Box	P5	DniweTamp	1	6/4/2020	"UI, HUD"	Replaces the dialog selection image of Joker. Doesn't include blinking animation	 	https://media.discordapp.net/attachments/353506385213784065/710441230236123166/unknown.png	https://cdn.discordapp.com/attachments/353506385213784065/710450348489441330/P5S_Joker_Dialogue_select_box.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=304	 	 	 	 	 		
p5-yup5r	P5R Yu Model Backport	P5	DniweTamp	1	6/4/2020	"Player Model, Port"	"P5R's Yu Narukami ported to P5, replaces Yasogami High outfit. Also replaces Paradise Lost with Yu's Katana. Has custom glasses material (from Joker's glasses)."	 	https://media.discordapp.net/attachments/272875751773306881/716089841984471050/unknown-104.png	https://cdn.discordapp.com/attachments/383343424625180675/719066812066693140/P5R_Narukami_without_glasses.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=302	 	 	 	 	 		
p5-pq2p5d-costumes	P5D and Q2 costumes for battle	P5	DniweTamp	1.1	6/6/2020	"Player Model, Party Model, BGM"	"Q2 outfits replace SMT IF costumes (""Karukozaka High"") ,<br>P5D outfits replace P4D DLC costumes (""Dancewear""). Music is not changed."	<b>Update 6/6/2020</b>: Now includes BGM from P5R	https://cdn.discordapp.com/attachments/432243967917293580/702218967745298582/unknown.png	https://drive.google.com/file/d/1k2eWDGfp11fq_z9-Pog3UgQgFTtV-5Jv/view	(PQ2)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=522	https://drive.google.com/file/d/1L0yklGxToScmo7e4RyqfUr2sKFYhBErg/view	(P5D)	folder-open	 	 		
p5-p5ricons	P5R Icons	P5	OneGuy	1	6/7/2020	"UI, HUD"	Ever wanted persona 5 royal icons knowing that only almighty skills icon changes? Well here's your mod.	 	https://cdn.discordapp.com/attachments/713128546062696500/719271561982509147/rpcs3_mod_2020-06-07_14-19-42.png	https://drive.google.com/drive/folders/1mZLk-7PIKtkHkV4lWK0PopHa9jDoxe6Q	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=313	 	 	 	 	 		
p5-twinkechi	Twinkechi	P5	ReLyf	2.1	6/7/2020	"TBL, BF, Encounter"	This mod replaces The Twin Fight Challenge with not 1 but 2 Akechi. Known issue: Not compatible with PS3 (still dont know why)	 	https://media.discordapp.net/attachments/353506385213784065/718149871621898291/screenshot-2020_06_04_22_44_59.png?width=827&height=465	https://cdn.discordapp.com/attachments/714673250205958286/718113142248439808/Twinkechi2.1.rar	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=300	 	 	 	 	 		
p5-3rdsemesteroutfits	3rd Semester Outfits	P5	DniweTamp	1	6/8/2020	"Player Model, Party Model"	"This mod replaces everyone's real world winter uniforms and casual outfits to those you can see in P5R's 3rd semester. This mod also includes P5R Protagonist's walking, running and other animations"	 	https://cdn.discordapp.com/attachments/383343424625180675/719678430735761459/Screenshot_33.png	https://cdn.discordapp.com/attachments/383343424625180675/719900422453592094/3rd_semester_outfits.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=315	 	 	 	 	 		
p4g-pc-fmvs	Slightly Enhanced FMV Mod	P4G	pelvisbass	1	6/17/2020	"FMV, MP4"	The goal of this mod is to make the FMV videos look slightly better however there is only so much that can be done in its current state. For some reason I will never understand atlus decided to encode the FMVs in game with the WMV2 Codec rather than the much more modern AVC codec used for the psvita version of the game. This results in some really bad compression and blocking which in some cases can be distracting. So I decided to use vapoursynth to try my best to fix it up. The results are not perfect as there is a small amount of detail loss and blockiness however in my opinion the results are much better than the originals. If you are interested in it I left the script I used for vapoursytnh as well as my ffmpeg settings in the readme.	 	https://i.slow.pics/PVByenB7.png	https://drive.google.com/file/d/1PCTo-RivdmDzRSn8R1gpfBIseR3m400a/view	(PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=376	 	 	 	 	 		
p4g-jptitle	Japanese Titlescreen Mod	P4G	CrazyGM	1	6/18/2020	Titlescreen	"I decided to make a mod that replaces the title screen of the P4G for the Japanese version, since the western version is a bit strange, with translation errors and effects that were not well adapted"	 	https://i.imgur.com/CsKWmC9.png	https://drive.google.com/file/d/1dacREtv7fK8YsGmGkzMVwywCS72DP4Jl/view	(PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=380	 	 	 	 	 		
p4g-marie	Marie Party Member	P4G	CrazyGM	1	6/18/2020	Party Model	"I made this mod just for testing, so I didn't put a lot of effort into it, but she is still fun to play, so I decided to post it here."	 	https://www.youtube.com/watch?v=ILBeXEAFMMU	https://drive.google.com/file/d/1OmPawuZnuvSKIzY_BY4aj6hfkWtdh3kS/view	(PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=384	 	 	 	 	 		
p5-yoshizawa-over-haru	Yoshizawa Over Haru	P5	DniweTamp	2.81	2/2/2021	"UI, HUD, Party Model"	"A mod that fully replaces Haru with Kasumi, including GUI stuff and every single model. Please read the readme.txt before building mod.cpk"	<b>Update 11/17/2021</b>: - Aemulus compatible<br>-Renamed outfits	https://www.youtube.com/watch?v=qi-JyGup2hI	https://gamebanana.com/dl/508940	Mod Compendium .zip	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=1042#p1042	https://gamebanana.com/dl/508939	(Aemulus Package)	folder-open	 	 		
p4g-reincarnation	Reincarnation Mod	P4G	devinacho	1	6/19/2020	BGM	"The Reincarnation version of the OST ported to PC. <br>All in all, this BGM contains: Reincarnation OST (except for Traumerei, 'cause lord knows I couldn't loop that one), Disco in the Velvet Room as a replacement for Aura of the Soul, Backside of the TV (P4D version) and Time To Make History -special mix-"	 	 	https://drive.google.com/file/d/1no-3dKrTBSuh3uxco-d3JJyi4vZKz92q/view	BGM.xwb (PC)	file	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=387&p=1361#p1361	 	 	 	 	 		
p4g-pc-eng-title-fix	ENG Title Fix	P4G	lipsum	1	6/19/2020	"UI, HUD, Titlescreen"	"Fixes the title screen to better match the English version of the game.<br>-Changes PERSONA4 The GOLDEN to PERSONA4 GOLDEN in the title marquees.<br>- Fixes the ""hole"" in the frame surrounding the title logo. <br>- Changes <i>Retum to Inaba</i> to <i>Return to Inaba</i> in the text label under the LOAD GAME main menu entry."	 	https://cdn.discordapp.com/attachments/546718581572894730/723571389235331122/preview.png	https://drive.google.com/file/d/1gMfPQ4I-EDpkKeJ0WAjrO4ZAGYPRX5GC/view?usp=sharing	(PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=388	 	 	 	 	 		
p5-kasumi-darkechi	Kasumi + Darkechi Patch	P5	DniweTamp	1	6/19/2020	 	If you ever installed these 2 mods you must have noticed that one of them overwrites some stuff from the other one.<br>This patch-mod makes sure that you have both of these mods working together without problems. <br>Credits for unmasked bustup to TheyCallMeSpy .<br><br>Installation priority: <br>1. This mod <br>2. Kasumi mod <br>3. P5R Backport <br>4. Darkechi mod (the patch was made for 2.0 but should work fine in older version too)	 	https://cdn.discordapp.com/attachments/353506385213784065/720411835991326740/unknown.png	https://drive.google.com/u/0/uc?id=1AON7ZQEuX1H9hkxqD0kZDwMmKleLYm7U&export=download	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=321	 	 	 	 	 		
p4-almightyloop	The Almighty Loop Fix	P4	Qlonever	1	6/21/2020	BGM	"This mod fixes the looping on Ameno-Sagiri's boss fight theme, which is broken in the original version of Persona 4."	 	 	https://drive.google.com/u/0/uc?id=1fdbLhXEl91dcfRaDnM15ULJVIbfvgx_G&export=download	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=12&p=1414#p1414	 	 	 	 	 		
p4g-mod-menu	P4G Custom Sub Menu	P4G	"Sierra, ShrineFox, Tekka, Rudiger, Tupelov, AnimatedSwine37"	1.1	2/23/2021	BF	"<b>Notable Features</b>:<br>- Choose a Field, Dungeon Floor, Battle, Event, Cutscene, BGM Track, Dungeon or Facility to load<br>- Toggle individual bitflags or entire ranges of them<br>- Change the in-game date and time<br>- Change your rank with any confidant, add money or items<br><b>Optional Extensions</b>:<br>- MobileCalendar (view the calendar from anywhere!)<br>- QuickTravelPlus (extended quicktravel options in Yasogami High and around the town of Inaba)<br>- VRGameOverSkip (skips velvet room scene after game over) by TekkaGB<br>- DungeonTravel (fast travel to any dungeon floor after deadline) by TekkaGB<br>- SaveAnywhere by Tupelov<br>- FindAFriend by AnimatedSwine37"	"<b>Update 2/23/2020:</b> <a href=""https://github.com/ShrineFox/Persona-4-Golden-Mod-Menu/releases"">Changelog</a>"	https://raw.githubusercontent.com/ShrineFox/Persona-4-Golden-Mod-Menu/main/Screenshots/modmenu.gif	https://gamebanana.com/gamefiles/13256	"Mod (Aemulus, PC)"	folder-open	https://github.com/ShrineFox/Persona-4-Golden-Mod-Menu	https://shrinefox.com/forum/viewtopic.php?f=19&t=727&p=2773#p2773	https://drive.google.com/file/d/1G5TQd2or1Aira6uL3RsWnyI4Nmf1Yt9w/view?usp=sharing	"(Mod Compendium, Vita)"	folder-open	 	 		
notvstatic	No TV Static	P4G	ShrineFox	1	6/25/2020	"UI, HUD"	A modded BIN file that removes the static effect (noise/scanlines) in the TV World. Great for livestreaming or taking clear screenshots!	<b>Update 6/25/2020</b>: Add PC version	https://www.youtube.com/watch?v=cGx-b48CFIs	https://drive.google.com/open?id=1Owzw8t9aCnEw0Unvkdu6GUNA8wNo-gch	(Vita)	folder-open	 	 	https://drive.google.com/file/d/1UR4wwObJzD9-FoUGL3RU8TKt1tg2kqQ1/view?usp=sharing	(PC)	folder-open	 	 		
smt3-chronicles-translation	SMTIII: Chronicles Edition - Translation	SMT3	KrisanThyme	1.13	6/27/2020	Translation	The first and only translation of Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon.	<b>Update 1.1.3</b>:<br>- Fixed a crash that would occur after clearing the Labyrinth of Amala and returning to Shinjuku Hospital. <br>- Fixed a bug where the tutorial didn't display a button prompt for opening your menu.	https://i.imgur.com/Xx2jbOP.png	https://mega.nz/file/xV5nTCIb#iHBLWZyf2OeeitnWonyZARICLi6TakZSWwk-ku-8mAE	Mod (MEGA)	file	 	https://shrinefox.com/forum/viewtopic.php?f=13&p=1981#p1981	https://drive.google.com/file/d/12q2ft_9PuUpYInVnUi6gVd8HKF4a-gPF/view	Mod (GDrive)	file	 	 		
p3fes-nanako	Playable Nanako (WIP Alpha)	P3FES	Pioziomgames	1.8	7/10/2020	"Player Model, HUD, UI"	Changes several of the player models to Nanako (including various new outfits) and changes the Battle/Pause UI.	<b>Update 1.8</b>:<br>- Nanako now has portrait outside of battle<br>- fixed glitch with photo of nanako in menu <br>- fixed a little blue photo of nanako in menu	https://i.imgur.com/gdilLFc.png	https://drive.google.com/drive/folders/14psJ2fXqGONdJ22XEzKiY5-Pgrh5N3Wd	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=468&p=1753#p1753	 	 	 	 	 		
p4g-remastered-cutscenes	Remastered Cutscenes Pack	P4G	rudiger__sf	1	7/11/2020	"USM, QoL"	"This mod aims to provide an improved visual experience.<br><br>FEATURES <br>- Completely new .USM files that have been reassembled and re-encoded from upscales of the original, Japanese PS Vita files <br>- Frame rates restored to (native) 29.97 FPS - an improvement over the initial PC version's 15 FPS files (REV 2008) <br>- Original aspect ratio restored, fixing the cropped (and in the beta, stretched) images present in the original PC videos <br>- Improved noise reduction with manually re-edited transitions and fades <br>- Redrawn text sequences (e.g. the opening disclaimer, ""Characters, art and storylines depicted..."") <br>- English and Japanese language tracks retained from the original PC files"	 	https://i.imgur.com/Drh5IV4.jpg	https://drive.google.com/drive/folders/1E1kAUeI-kwWk6m5upIrypQ_AdR1IPkdl	Mod (PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=478	 	 	 	 	 		
p3fes-epicbgm	An EPIC P3FES Music Mod	P3FES	Century_	1	7/27/2020	BGM	"I made changes to 32 songs in the Persona 3 FES Original Soundtrack. And while most of the changes made are for the journey, I still changed some of the songs from the Answer. <a href=""https://shrinefox.com/forum/viewtopic.php?f=11&t=512"">Change List</a>"	 	 	https://drive.google.com/drive/folders/1sSkJZVdfaAWGTAIjXlueRE6MB0QdW8MB	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=512	 	 	 	 	 		
p4gweedyosuke	P4G Weed Yosuke	P4G	"Yeoldecoot, swindlesmccoop, ShrineFox"	1	8/2/2020	Voice Clips	A mod for Persona 4 Golden that replaces Yosuke Hanamura's voice clips and textures with ones from Yuri Lowenthal's performance in GTA V.	<b>Update 8/2/2020</b>: Added P4G PC Port by swindlesmccoop	https://www.youtube.com/watch?v=SEDpQy5EPR4	https://mega.nz/#F!Hc8FQYLD!jKWdOCF26Q7Ty964an99Ng	(Vita)	folder-open	https://github.com/yeoldecoot/Persona-420-Golden	https://shrinefox.com/forum/viewtopic.php?f=19&t=524	https://gamebanana.com/skins/179643	Download (PC)	pepper-hot	 	 		
p5-p4p5rbustups	4K Upscaled P5R Bustups	P5	zettonaender	1.2	2/21/2021	"Bustup, QoL, Upscale"	Upscaled with waifu2x. Install above the 4K UI mod by rexis in mod compendium OR see thread for details on how to merge.	"<b>Update 1.2</b>: The royal bustup mod got an update some months ago, I decided to redo the upscale again. Since I don't seem to have the effort needed to take the one from the PS4 files (sorry about that), I decided on using Cupscale to upscale the whole bustup images and the update (assists bustup, the one on the top right on the screen)."	https://i.imgur.com/Knmnj6C.png	https://drive.google.com/file/d/1rxJ9u4HEjf4Zw7-4SUmu5SJx2V4O2UeV/view	Mod (Update 1.2)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=527	https://drive.google.com/file/d/160dSOAgzNSDD0VR7HWL1tWBInWojHJaT/view	Mod (Old version)	folder-open	 	 		
smt3-hardtype-port	Shin Megami Tensei: Nocturne Chronicle (English Patched)	SMT3	"zombero, FuxorLuck"	1	8/5/2020	"Translation, Difficulty"	"Port of Hardtype Hack to Nocturne Chronicle Edition (B7479F4C). Note: it's Not a perfect port but you get All Hardtype features.<br><br>Known Issues:<br>-Demi-Fiend can only swap himself in battle.<br>- The maximum are 4 -Kaja stacks on the player and 2 -Kunda stacks on enemies instead of 2 -Kaja 2 -Kunda<br> The second message in Battles like: Missed, Defense improved, limit reached etc.. wont appear<br><br><a href=""https://shrinefox.com/forum/viewtopic.php?f=13&t=533"">See workarounds in thread</a>"	 	https://i.imgur.com/tYMHh2O.jpg	https://drive.google.com/file/d/1dTMhz_HEtLAF6cQS-D3Xbnlwcwb85X3u/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=13&t=533	 	 	 	 	 		
p3fes-battletendency	Battle Tendency Music	P3FES	slasherguy21	1	8/7/2020	BGM	"Just replacing some of the ost from Jojo Part 2 Battle Tendency. <a href=""https://shrinefox.com/forum/viewtopic.php?f=11&t=544"">Here are songs are replaced with.</a>"	 	 	https://drive.google.com/file/d/1uH3wxDcqSdBzUo-Pb4DBR9sOjETMZz_B/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=544	 	 	 	 	 		
p5-costumedialog	Costume Dialog Mod (WIP)	P5	chlorophylls	1	8/25/2020	"BF, BMD, Dialog"	"This mod restores the unused costume dialogue found in P5R, which has been translated from the originally-Japanese text to English, thanks to the efforts of various fan translators and editors. <br>The unused script originally also had no portraits except for the neutral one; these have been edited with portraits to better fit the dialogue. Keep in mind that this is a fan translation of unused dialogue. <br>Note that the only dialogue that has been fully translated, edited, and coded into this mod so far is for Haru, Yusuke, and Makoto, due to the differing speeds at which different translators and editors work. This mod is a beta/work in progress, and will be updated for the other characters when possible. (The next party member to be updated with translated dialogue is Ann.) <br>To use it, with an outfit equipped (on Joker and/or any of the party members), talk to any one of your party members at the dungeon entrance (not safe rooms) and select ""How's the clothes?"" (this option only pops up if Joker or the party member has a non-default costume equipped)."	 	https://www.youtube.com/watch?v=j49vivy3J5E	https://drive.google.com/file/d/1tTk_xIZQPKDS7OoMttf-7_6NkBl1l659/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=575	 	 	 	 	 		
p5-p3fesmovieintro	P3FES Intro (Movie ver)	P5	HulaHoopla	1	8/26/2020	USM	This replaces the opening cutscene with CozyFlich's edit of P3 FES's intro with clips from the movie.	 	 	https://drive.google.com/file/d/1WSjZmg7F6deY8oK2FLSFagODQp16baTy/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=578	 	 	 	 	 		
p5-disableconfidantskills	Disable Confidant Skills	P5	Zelkin	1	8/27/2020	CTD	"This mod disables the Persona evolution of Makoto, Haru, Yusuke, Ann and Ryuji, as well as his instakill ability. Futaba's mementos scan, position hack, and treasure reboot was also removed as well as several of Ohya's Scoops. <br>This mod is mostly untested, so please report any bugs you find."	 	 	https://drive.google.com/file/d/1hSVYUsIy1fOfACfH191GelwODm1ZDwil/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=583	 	 	 	 	 		
p5-hd2x-environments	HD2x Persona 5	P5	Zelkin	4	8/31/2020	Textures	"an AI upscaled texture mod of all the environment textures for Persona 5. All textures have been upscaled using the waifu2x caffe software, increasing the dimension by 2 times in width and length. Pixel count is increased 4 times. As a side effect, many baked light sources and shadows have been upscaled as well."	"<b>Update 4:</b> fixed transparency related issues on some textures, sharpened a bit more all textures"	https://i.ibb.co/JcSFjKL/rpcs3-2020-07-23-15-39-53.png	https://drive.google.com/file/d/1daC-HzOVxD4Ah8LnOaqOQ1jGOTbAWsM4/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=504	 	 	 	 	 		
p5-faithful-bgm	P5 The Faithful Music Pack	P5	shibe	1	9/2/2020	BGM	"This mod aims to create an enhanced, yet faithful listening experience for Persona 5. It has a heavy focus on songs from Persona 5 Royal and Persona 5 the Animation, but contains songs from other media such as Persona 5 Scramble, Persona Q2, Persona 3 and Persona 4 the Animation. I have tried to maintain the same tone of the game's original audio, but this has not been thoroughly tested, so let me know if you think any of the songs don't fit the scenario where they play.<br><br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=596"">Song List</a>"	 	 	https://mega.nz/file/Rr5CDIjS#GaexQYngqb7MNP_v8x3cOdzVDpBB3Zx208LpzHmK5OI	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=596	 	 	 	 	 		
p4g-controller-ui-overhaul	Ultimate Controller UI Overhaul	P4G	Pixelguin	1	9/3/2020	"UI, HUD, QoL"	"This mod replaces replaces the controller UI with all-new icons that are higher-quality, more legible, and colorful!<br>Compatible with all controller types (Steam Controller users will need to configure their gamepad in Big Picture settings)."	<b>Update 1.5</b>: Added PS5 DualSense controller UI.	https://i.imgur.com/NXaJe9z.png	https://gamebanana.com/dl/484298	Xbox One / Xbox Series X / PS4 / Switch White (PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=2341#p2341	https://gamebanana.com/dl/484295	Xbox 360/PS5/Switch SNES Colors (PC)	folder-open	 	 		
p4g-uwu	UwU Overhaul	P4G	Tekka	1	9/3/2020	BMD	"This mod aims to make the entire game uwu. Still a lot left to be done but everything in event, event_data, and field should be uwu-ed. Planning to finish the rest of the dialogue located in shops and the velvet room, item/skill/equipment/persona names, settings, and all of the words located in the ui. Also planning on making a Reloaded II mod to replace all of the subtitles, other menu words, and even the crash message."	 	https://files.gamebanana.com/img/ss/gamefiles/5f51a75d1db90.jpg	https://gamebanana.com/gamefiles/12771	Mod (PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=598	 	 	 	 	 		
p4g-detailed-descriptions	Detailed Descriptions	P4G	rudiger__sf	2	9/3/2020	"BMD, QoL"	"In Persona 4 Golden, there are a number of descriptions and ""info"" boxes that I feel either don't tell you anything useful, or present information in an unhelpfully abstract way. This mod aims to correct that."	<b>Update 2.0</b>: Detailed Quest descriptions have been added for EVERY quest in the game. Full details in the thread.	https://screenshots.gamebanana.com/img/ss/gamefiles/5f47dbad7c7f5.jpg	https://gamebanana.com/gamefiles/12350	Mod (PC)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=502	 	 	 	 	 		
p5-vibingnaoto	Vibing Naoto	P5	REALMadMax1960	0.4	12/14/2020	Party Model	"WIP Release of Vibing Noot Mod!<br><br>Replaces: <br>Normal Morgana Costume - Smiling Noot <br>Teddie Costume - Normal Noot <br>Aegis Costume - Yeehaw/Arthur Noot <br>Sheep Costume - Raidou Noot <br>Maid Costume - (WIP) Punished Noot <br> <br>Custom WIP AOA <br>Overworld Morgana is colored to Noot colors with a Naoto hat, except for the Morgana cat models inside bag. <br>Guard and Tactics anim is replaced with Vibing Dance"	"<b>Update 0.4 12/14/2020</b>:<br>- Sans Noot<br>- Rise Noot<br>- School Girl Noot<br>- Mandolorian Noot (with Baby Yoda following her!)<br>- Bustups<br>- Catgana replacement<br>- Model Optimization<br> <b>0.3 Update:</b> Major Additions on this update<br><br>- File organization Overhaul<br>- Single Gap support (you can use Kasumi and see naoto vibe now, thank dniwe for that)<br>- Femmc Noot<br>- Akechi Noot<br>- Makoto (P3) Noot<br>- Kasumi Noot<br>- Battle idle is now vibin, she will always vibe now basically<br>There is now an ""extras"" folder, inside this folder is models that have been removed<br>or alternate versions of current models that you may prefer, feel free<br>to use these over the ones currently there<br><a href=""https:\\shrinefox.com\PatchCreator"">Single Gap Patch is required</a>"	https://media.discordapp.net/attachments/715292143442460704/788160677411160154/Screenshot_3199.png	https://cdn.discordapp.com/attachments/715292143442460704/788160754947457064/Chibi_Naoto.rar	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=594	 	 	 	 	 		
p5-colorful-ui	Colorful Battle UI	P5	HaythamQuake	1	9/6/2020	"UI, HUD"	"Introducing the battle portraits in <span style=""color:#FF0000"">C</span><span style=""color:#FF8000"">O</span><span style=""color:#FFFF00"">L</span><span style=""color:#00FF00"">O</span><span style=""color:#0000FF"">U</span><span style=""color:#BF00FF"">R</span>!<br><br>This is inspired by the battle portraits in Persona 5: Scramble when you are in combat. Please make sure to place this higher than any other mod in the Mod Compendium that alters the battle portraits such as the Kasumi over Haru mod and the Darkechi mod."	 	https://i.imgur.com/VvDyZIq.png	https://mega.nz/file/DQQB3SRK#0OkNay_AtxRb_rnHNbN-3buU-O2hpDDaCDYn_I0u9ac	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=593	https://mega.nz/file/yNwQyawQ#LCYgFCOvG8qUfVJ2Rbetb27Nzadxg6iC-4IwW09DVT4	Mod (Darkechi Edition)	folder-open	 	 		
p5-p3mc-costume	P5R P3MC Ported as Costume	P5	DniweTamp	1	9/8/2020	"Player Model, UI, Port"	"P5R's ""SEES Boy"" ported to P5, with custom animations, replaces Gekkoukan High outfit. Also replaces all Joker's weapons with his sword. Replaces some UI elements to be blue, and also changes the critical cut-in."	 	https://cdn.discordapp.com/attachments/432243967917293580/752089441799110696/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/752770116281827358/P5R_P3MC_Costume_port.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=601	 	 	 	 	 		
p5-labrys-over-haru	Labrys over Haru	P5	_Saitsu_	1	9/10/2020	Party Model	Labrys over Shadow Ops Haru	 	https://media.discordapp.net/attachments/645431333434294332/753589829865832528/screenshot-2020_09_10_09_14_30.png?width=1204&height=677	https://cdn.discordapp.com/attachments/645431333434294332/753590916064870440/Labrys.rar	Mod	folder-open	 	 	 	 	 	 	 		
p5-modloader	Persona 5 Mod Support (patch.yml)	P5	TGE	1	9/13/2020	"RPCS3, mod.cpk, EBOOT, FPS, TTY, patch.yml"	"An EBOOT modification for loading modded files from a custom mod.cpk file in the USRDIR folder. <br>Also includes the following optional mods: 60 FPS, logging of accessed files to debug console, HUD/blur/distortion toggle, randomized battle music, skipping DLC unlock messages, skipping opening logos"	"<b>Update 9/13/2020</b>: Include new format for RPCS3's new patch manager (use old version with <a href=""https://github.com/TGEnigma/RPCS3PatchEboot"">RPCS3PatchEboot</a>)"	https://media.discordapp.net/attachments/153593230024245248/353253118659657728/unknown.png?width=989&height=560	https://shrinefox.com/PatchCreator	patch.yml	code	 	 	 	 	 	https://shrinefox.com/guides/persona-5-rpcs3-modding-guide-1-downloads-and-setup	Persona 5 Modding Guide: Downloads and Setup		
p5-intromashup	Persona 5 Intro Mashup	P5	HulaHoopla	1	9/14/2020	USM	"This replaces the intro with an edit I made of Persona 5, Royal's, Scramble's and Dancing intro in one."	 	 	https://drive.google.com/file/d/1s2k3t5-KjeIR4iFXuOJmvEVF8-T6z4_c/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2435#p2435	 	 	 	 	 		
p5-adachi	Persona 5 Adachi Mod	P5	"ShrineFox, TGE, Crowpocalypse"	1.1	9/17/2020	"Scripts, Gameplay, Player Model, NPC Model, BGM, Voice Clips, HUD, UI, Personas, Text"	"Playable Adachi complete with updated voices, BGM, DLC costumes, UI graphics and more."	"<b>Update v1.1</b>: Fix phone event crash, Yongen-Jaya crash, black rectangle on talk portrait"	https://www.youtube.com/watch?v=AK60M1zDv2k	https://amicitia.github.io/en/adachi	Page	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=3&t=624&p=2448#p2448	 	 	 	 	 		
p5-music-redux	Persona 5 Music Redux	P5	HulaHoopla	1	9/18/2020	"BGM, ADX, AWB"	"This mod replaces all of the dlc music with different songs from that game. (ex. P4AU The arena - Break out of..)<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=628"">Track List</a>"	 	https://www.youtube.com/watch?v=dvEk4lXytVQ	https://drive.google.com/file/d/1VeARjZ-8TX75FGYyp-8_M_KwZ9zPec0S/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=628	https://drive.google.com/file/d/1cLQazbujNAqaOiPx3uphT46l_5psk580/view	Mod (+P5R Costume BGM)	folder-open	 	 		
p3-answer-skill-rebalance	"The Answer Junpei, Ken, Koromaru Skill Rebalance"	P3FES	Phoenix	1	9/19/2020	"TBL, QoL"	"This mod aims to undo some of the changes The Answer made to the skill sets of Junpei and Koromaru while also keeping the altered levels. Additionally, Ken learns some skills at Persona 3 Portable's levels. <br>This only affects The Answer."	 	https://www.youtube.com/watch?v=yaDo5uVjTa0	https://gamebanana.com/gamefiles/12917	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=633	 	 	 	 	 		
